route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
24,024,24 - WEST PARK,Collier,Bus,2020-05-01,202005,SUN.,0.665,
24,024,24 - WEST PARK,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7216,
26,026,26 - CHARTIERS,Collier,Bus,2020-05-01,202005,SAT.,0.8295,
26,026,26 - CHARTIERS,Collier,Bus,2020-05-01,202005,SUN.,0.7939,
26,026,26 - CHARTIERS,Collier,Bus,2020-05-01,202005,WEEKDAY,0.8176,
27,027,27 - FAIRYWOOD,Collier,Bus,2020-05-01,202005,SAT.,0.847,
27,027,27 - FAIRYWOOD,Collier,Bus,2020-05-01,202005,SUN.,0.8,
27,027,27 - FAIRYWOOD,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7991,
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-05-01,202005,SAT.,0.6248,
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-05-01,202005,SUN.,0.6462,
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,0.7073,
29,29,NA,NA,NA,2020-05-01,202005,SAT.,0,
29,29,NA,NA,NA,2020-05-01,202005,SUN.,0,
29,029,29 - ROBINSON,Collier,Bus,2020-05-01,202005,WEEKDAY,0.6212,
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-05-01,202005,SAT.,0.5197,
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-05-01,202005,SUN.,0.7077,
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-05-01,202005,WEEKDAY,0.6675,
36,36,NA,NA,NA,2020-05-01,202005,SAT.,0,
36,36,NA,NA,NA,2020-05-01,202005,SUN.,0,
36,036,36 - BANKSVILLE,Collier,Bus,2020-05-01,202005,WEEKDAY,0.6687,
38,038,38 - GREEN TREE,Collier,Bus,2020-05-01,202005,SAT.,0.7997,
38,038,38 - GREEN TREE,Collier,Bus,2020-05-01,202005,SUN.,0.7214,
38,038,38 - GREEN TREE,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7275,
39,039,39 - BROOKLINE,Collier,Bus,2020-05-01,202005,SAT.,0.892,
39,39,NA,NA,NA,2020-05-01,202005,SUN.,0,
39,039,39 - BROOKLINE,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7654,
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-05-01,202005,SAT.,0.6416,
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-05-01,202005,SUN.,0.8647,
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7734,
41,041,41 - BOWER HILL,Collier,Bus,2020-05-01,202005,SAT.,0.7825,
41,041,41 - BOWER HILL,Collier,Bus,2020-05-01,202005,SUN.,0.7478,
41,041,41 - BOWER HILL,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7789,
43,043,43 - BAILEY,Collier,Bus,2020-05-01,202005,SAT.,0.7397,
43,043,43 - BAILEY,Collier,Bus,2020-05-01,202005,SUN.,0.7152,
43,043,43 - BAILEY,Collier,Bus,2020-05-01,202005,WEEKDAY,0.733,
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-05-01,202005,SAT.,0.6745,
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-05-01,202005,SUN.,0.7642,
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7527,
48,048,48 - ARLINGTON,Collier,Bus,2020-05-01,202005,SAT.,0.6977,
48,048,48 - ARLINGTON,Collier,Bus,2020-05-01,202005,SUN.,0.8429,
48,048,48 - ARLINGTON,Collier,Bus,2020-05-01,202005,WEEKDAY,0.7398,
51,051,51 - CARRICK,West Mifflin,Bus,2020-05-01,202005,SAT.,0.7605,
51,051,51 - CARRICK,West Mifflin,Bus,2020-05-01,202005,SUN.,0.6474,
51,051,51 - CARRICK,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7661,
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-05-01,202005,SAT.,0,
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-05-01,202005,SUN.,0,
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7902,
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-05-01,202005,SAT.,0,
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-05-01,202005,SUN.,0,
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.5982,
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-05-01,202005,SAT.,0.7102,
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-05-01,202005,SUN.,0.8102,
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7045,
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-05-01,202005,SAT.,0,
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-05-01,202005,SUN.,0,
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7236,
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-05-01,202005,SAT.,0.6466,
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-05-01,202005,SUN.,0.618,
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-05-01,202005,WEEKDAY,0.6432,
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-05-01,202005,SAT.,0.7503,
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-05-01,202005,SUN.,0.7642,
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7847,
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-05-01,202005,SAT.,0.714,
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-05-01,202005,SUN.,0.6403,
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.6827,
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-05-01,202005,SAT.,0.6873,
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-05-01,202005,SUN.,0.7383,
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.695,
58,058,58 - GREENFIELD,East Liberty,Bus,2020-05-01,202005,SAT.,0.6855,
58,058,58 - GREENFIELD,East Liberty,Bus,2020-05-01,202005,SUN.,0.8546,
58,058,58 - GREENFIELD,East Liberty,Bus,2020-05-01,202005,WEEKDAY,0.706,
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-05-01,202005,SAT.,0.6584,
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-05-01,202005,SUN.,0.6367,
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7314,
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-05-01,202005,SAT.,0.5465,
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-05-01,202005,SUN.,0,
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7666,
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-05-01,202005,SAT.,0.7197,
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-05-01,202005,SUN.,0.7355,
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7356,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-05-01,202005,SAT.,0.7472,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-05-01,202005,SUN.,0.7311,
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7248,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-05-01,202005,SAT.,0.7323,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-05-01,202005,SUN.,0.7451,
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.6993,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-05-01,202005,SAT.,0.7775,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-05-01,202005,SUN.,0.7695,
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7411,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-05-01,202005,SAT.,0.6819,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-05-01,202005,SUN.,0.734,
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7247,
65,65,NA,NA,NA,2020-05-01,202005,SAT.,0,
65,65,NA,NA,NA,2020-05-01,202005,SUN.,0,
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,0.7891,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-05-01,202005,SAT.,0.5759,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-05-01,202005,SUN.,0.6497,
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-05-01,202005,WEEKDAY,0.6066,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-05-01,202005,SAT.,0.7354,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-05-01,202005,SUN.,0.6372,
69,069,69 - TRAFFORD,East Liberty,Bus,2020-05-01,202005,WEEKDAY,0.6087,
71,71,NA,NA,NA,2020-05-01,202005,SAT.,0,
71,71,NA,NA,NA,2020-05-01,202005,SUN.,0,
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,0.822,
